building,bicycle,fence,wall,sky,traffic light,terrain,traffic sign,person,pole,train,truck,vegetation,car,bus,sidewalk,void,rider,road,motorcycle
194691,2481,235,4894,59473,0,0,275,38712,4654,0,0,127712,22134,2240,40297,29673,4213,440659,457
39955,759,5328,0,0,0,0,499,18773,9679,0,0,79243,67439,144696,197672,79293,1249,328215,0
480047,280,0,0,44287,0,0,9,7060,2090,0,0,0,211188,34082,58788,4463,623,129848,35
324645,115,3,53065,71493,71,0,48,19197,9849,0,0,65695,13243,8625,171901,15455,358,219037,0
324212,16,3520,0,3293,231,0,2471,118115,6297,0,0,52641,2161,134,39786,1456,0,418467,0
302299,1840,1678,0,35015,41,0,1254,30967,7142,0,0,38763,61822,26282,105650,120936,2954,235885,272
125208,6420,0,298,61361,0,0,62367,15859,50327,0,0,74010,4342,209270,82525,93359,4449,183005,0
105354,2566,2235,0,142178,398,0,479,65230,16573,0,0,260036,23661,36338,47033,121317,4003,143986,1413
322540,767,0,0,101107,0,0,22,90283,2105,0,0,88479,0,0,254340,105166,24,7735,232
239100,282,62,18983,22757,22,0,53,56294,3554,0,0,77592,9337,9196,512440,12966,423,9739,0
162511,349,247,0,255304,48,0,309,14797,7756,0,0,28625,326325,0,24957,28683,625,122264,0
213128,2639,5317,0,0,0,0,33,23826,4640,0,0,90768,46067,2991,464752,12153,3385,101846,1255
53087,1570,4715,0,3,0,0,569,24145,12081,0,0,87583,25050,21745,224791,83305,2758,431398,0
391754,1189,282,0,0,2992,0,1613,43457,7454,0,0,1237,359,0,169174,65310,2518,285361,100
350104,4065,0,0,102898,0,0,7,50811,6347,0,0,71401,987,0,352031,29376,4773,0,0
212752,5418,0,3811,103766,0,0,1433,20905,5125,0,0,63291,16083,110485,99194,36906,6296,287335,0
153206,620,6105,1624,1834,27,0,553,23286,6585,0,0,133600,73728,11505,44072,83220,1646,430251,938
421570,468,641,3731,55812,65,0,93,24389,13354,0,0,15300,38227,6080,213799,9298,819,169026,128
314828,2823,481,2,163056,477,0,3304,10344,11016,0,0,64562,140115,3470,186344,10493,6029,54602,854
170041,10213,0,0,138755,0,0,20758,28769,48791,0,0,138710,71070,0,27813,94664,4960,215530,2726
425044,4138,1695,385,70547,295,0,679,17137,3466,0,0,123253,12647,49396,156673,22474,5832,75817,3322
752886,467,263,1658,3069,19,0,104,21218,4597,0,0,51336,7311,4943,60373,7982,564,55834,176
174721,2221,5225,6299,5139,3487,0,4217,25084,22493,0,0,95912,8759,21365,108122,98199,4234,386625,698
239300,15955,0,6328,71807,0,0,2004,32967,10738,0,0,81684,0,10891,208517,55659,17307,219643,0
416071,2363,0,0,20058,607,0,637,69094,6125,0,0,4706,12004,0,271196,31769,3094,135069,7
203325,1652,876,1799,758,63,0,506,42561,10461,0,0,146807,22511,2045,398294,78045,576,62010,511
177687,1842,0,180,73935,0,0,520,48534,10984,0,0,149365,7090,307,360018,52013,1229,88789,307
341909,5256,0,0,56261,1571,0,889,104276,617,0,0,9853,416,0,41162,28154,7213,375223,0
140477,1979,109,3345,16176,25,0,443,40357,23230,0,0,108793,27936,1254,238367,22964,7006,339778,561
292304,371,0,0,86722,0,0,4,18814,3895,0,0,28500,360,33452,71533,36438,1785,398604,18
142643,1229,7,1561,176869,0,0,156,70979,23303,0,0,90515,10539,10058,101487,11061,1171,330527,695
204808,571,325,939,1065,36,0,499,84054,2835,0,0,73001,15043,5802,523767,47139,759,11553,604
609573,997,106,0,4860,92,0,137,38396,8080,0,0,9982,2217,1652,122851,1210,2827,168858,962
383615,7652,0,0,83373,0,0,109,70972,5504,0,0,113,824,0,42747,316,11482,366093,0
172300,1869,1336,46,10387,79,0,449,70597,8699,0,0,141772,11226,4836,408404,66470,945,72820,565
175932,2562,1393,10276,8049,1,0,198,16214,11526,0,0,123580,49085,5913,96003,45156,5991,420921,0
203751,2616,21152,476,119807,404,0,2290,22335,12587,0,0,95071,234551,10488,26306,142053,5021,73612,280
308725,1608,0,0,5478,0,0,8,39062,2336,0,0,111180,146,0,432464,41586,3532,26675,0
344469,625,772,3384,0,0,0,87,19683,3159,0,0,55557,9592,15727,311325,28890,1116,178379,35
182920,805,483,0,101377,140,0,709,39396,20308,0,0,76932,1607,1545,411033,27873,1983,104965,724
251265,271,2490,0,195770,93,0,206,2145,7813,0,0,55275,14706,484,75680,25025,548,340985,44
166116,495,2,0,268538,66,0,430,19935,11398,0,0,70708,13364,1054,57706,32164,1694,328227,903
361995,1617,0,0,0,780,0,798,94655,28163,0,0,39977,0,0,264980,7370,3612,166723,2130
462324,9659,2721,0,108107,250,0,885,10107,11310,0,0,52677,4852,0,228877,19387,8066,53093,485
89544,7351,105,43,114034,0,0,0,31428,1820,0,0,109101,27167,413204,5200,23455,14000,128701,7647
431672,3487,2887,0,11956,2331,0,1721,55056,11106,0,0,52981,57,9918,77513,26195,6976,278943,1
305610,2661,1501,0,0,841,0,505,21780,7992,0,0,111909,40540,7832,232186,48615,3599,185222,2007
274452,2048,11,0,97600,9,0,246,45875,9591,0,0,161578,43983,6599,172146,6497,19685,131356,1124
207638,222,53,2904,232440,320,0,480,27366,4672,0,0,58837,67938,5510,337663,8457,526,17752,22
390776,20260,0,0,40569,114,0,1125,142998,8600,0,0,4044,85,164,42139,3236,26559,291843,288
417564,558,179,0,17844,0,0,0,51006,18593,0,0,51505,821,76353,291616,6367,932,38635,827
294284,1414,1907,1528,20707,193,0,624,37587,8535,0,0,64504,52749,1932,204435,19739,2831,257354,2477
208467,3963,822,14,91591,189,0,307,12768,3580,0,0,318071,22867,11704,44827,19284,7454,224578,2314
196085,112,78,0,277631,20,0,133,1779,3634,0,0,133411,28452,17375,41531,24936,447,246762,414
308164,1916,1673,0,0,930,0,572,22298,8117,0,0,110917,33305,28446,248315,40421,3127,161681,2918
301530,854,2278,1550,25038,57,0,90,26500,9817,0,0,78413,30177,10735,213188,20994,1028,250145,406
515991,920,0,0,20955,0,0,112,54068,3045,0,0,0,0,0,116414,1128,1409,258758,0
617129,37,31,0,76022,131,0,123,10500,413,0,0,3273,123665,54,128492,357,168,12384,21
168931,1397,93,0,94073,18,0,616,8683,12653,0,0,252182,103916,8435,45029,20259,4051,251112,1352
377764,138,28314,0,37106,1856,0,2006,59539,5014,0,0,39460,952,241,98987,5342,290,315791,0
304790,11355,1202,5,120398,0,0,52,91591,5339,0,0,34725,17862,7812,342655,11670,17346,4674,1324
344012,5196,456,0,19850,8,0,66,136629,8703,0,0,12254,474,146,192424,1843,10346,240291,102
268195,1536,340,0,85659,128,0,1343,56568,7722,0,0,70914,1668,2,226162,47132,3086,201716,629
169012,1052,3387,471,117626,0,0,0,22715,1434,0,0,350210,63618,1381,88100,38127,1112,112075,2480
238531,935,852,2144,2,0,0,228,28699,5659,0,0,88515,43545,21689,217196,37973,1677,284466,689
230858,131,0,0,169623,37,0,143,2648,5264,0,0,119889,7871,13956,50878,40872,272,330333,25
510601,2179,0,0,13357,0,0,26,50296,12113,0,0,0,0,0,210683,10803,3037,159422,283
492145,350,0,0,60761,0,0,19,8267,2094,0,0,0,0,61780,55094,5021,738,286502,29
279054,1266,383,4645,38170,0,0,296,29265,12927,0,0,55332,32737,369,204162,17348,2648,293086,1112
408241,7263,0,0,30694,987,0,1118,38869,11421,0,0,5599,40821,0,197618,1136,31579,197434,20
312690,6017,0,0,111684,1168,0,920,72581,904,0,0,8065,1454,0,37612,33666,23154,336461,26424
87787,765,330,13359,0,102,0,344,17149,13851,0,0,106590,94912,14295,103462,48792,6401,462454,2207
341075,1787,3217,0,6841,206,0,3214,145412,8323,0,0,64709,296,228,36850,1084,858,358700,0
292261,2323,141,4304,87377,168,0,349,6755,8728,0,0,89331,237996,8183,8511,9769,22056,194103,445
282521,308,0,87509,8139,0,0,0,43015,999,0,0,90941,0,0,185869,19681,755,253063,0
146392,9856,0,0,120300,0,0,1208,41209,3301,0,0,167620,7072,5382,76392,67726,14527,311716,99
417756,85,0,0,23921,1233,0,1272,33274,18928,0,0,7040,68996,0,183976,1056,24898,190296,69
271407,4254,275,0,173334,0,0,5,56102,14425,0,0,28711,103309,4011,221971,3868,8715,75837,6576
213625,8551,2842,2566,68205,0,0,1155,28559,5691,0,0,67451,240877,83731,86050,33318,12239,117940,0
375262,5989,0,0,56821,0,0,121,72035,4292,0,0,238,96,0,39122,346,10376,407011,1091
426229,376,139,118,132920,0,0,0,131305,440,0,0,24255,474,5427,243701,5916,1138,313,49
409249,433,233,0,9848,2203,0,1153,35886,8130,0,0,5552,226,148,151865,56893,931,289058,992
383810,85,57,0,24224,0,0,0,49404,17830,0,0,40732,618,128962,239802,12306,153,73902,915
121967,67,607,1906,269913,0,0,323,23969,4522,0,0,62805,114390,11304,342802,5112,211,12868,34
206945,1980,615,65,99152,0,0,307,15804,34687,0,0,345187,52707,34194,22738,34478,6499,113094,4348
324321,1096,352,0,60056,184,0,164,28146,9360,0,0,93997,45815,2597,294569,11166,1826,98816,335
385491,607,12770,0,109005,5883,0,3199,30651,6758,0,0,18122,42,0,138084,54029,807,207347,5
266677,135,1982,915,179765,19,0,291,33724,5441,0,0,52524,59037,448,218965,14951,629,136883,414
305639,5302,0,0,0,315,0,752,88737,7213,0,0,3955,14,0,54613,1936,8849,492714,2761
241232,94,1415,2576,229894,280,0,352,22112,3970,0,0,49790,73872,3498,327459,5204,338,10693,21
520572,1182,0,0,32482,0,0,91,41074,1796,0,0,0,242,0,120102,1899,5258,244080,4022
340318,394,9004,3999,164366,0,0,0,24817,12593,0,0,4206,22775,0,187943,20552,2288,176322,3223
168823,1275,4848,3518,4314,61,0,501,18934,7115,0,0,75628,70992,25192,189275,52552,2552,346468,752
130891,3795,151,0,170542,399,0,1378,32790,12941,0,0,179964,15447,89513,37279,114535,6182,174200,2793
423759,1830,0,1,10528,68,0,369,52175,6903,0,0,141746,17847,3217,194378,65028,660,54007,284
418801,2498,0,0,69443,603,0,726,72573,7419,0,0,4259,0,0,142870,101826,5059,144475,2248
464083,292,2196,0,20185,1517,0,1740,48944,560,0,0,1628,173177,0,226843,2450,386,28799,0
387058,1026,152,0,61917,32,0,86,34901,12980,0,0,45122,150543,1470,189564,7733,3220,75724,1272
215759,14049,0,4194,45125,0,0,0,34173,9528,0,0,94302,4066,90032,203608,51566,17654,188744,0
286592,820,0,0,25834,0,0,1799,33308,2189,0,0,168463,800,218661,151450,37749,828,44307,0
279190,1618,279,4386,47398,46,0,504,37633,4484,0,0,91665,53930,2031,71586,28657,3744,344661,988
304955,169,2809,11690,74641,192,0,397,21484,9881,0,0,194370,102091,19114,27540,8569,317,194581,0
358544,509,32,373,32476,8,0,65,12028,5642,0,0,51980,151894,14586,280089,14882,769,48767,156
190743,1228,1398,724,81095,0,0,116,7389,2354,0,0,181487,172219,1713,77122,12557,2792,237748,2115
225916,977,0,4771,79979,0,0,1913,29629,8117,0,0,85389,26167,89746,169133,39343,247,211473,0
148976,311,2,1050,152613,34,0,373,61312,13685,0,0,99931,35853,2702,388890,5038,361,61630,39
138136,351,0,286,39297,475,0,1998,40420,2743,0,0,373910,13337,8608,253430,50019,1183,46578,2029
192871,6965,8,0,36136,41,0,103,65898,28249,0,0,192525,42778,9798,129134,15028,15741,230331,7194
405640,57,24990,0,40806,1595,0,1793,57380,4746,0,0,36148,3903,305,109136,4164,199,281833,105
214260,708,1180,182,97287,0,0,60,6219,1710,0,0,147390,134722,11624,24624,68192,2271,260973,1398
295518,10859,3467,0,155255,48,0,238,55814,7413,0,0,26993,19892,0,359284,10687,19515,6831,986
302581,2885,2255,0,16193,59,0,49,37888,3309,0,0,41371,48171,419,445069,9565,5261,57370,355
643600,39,14,0,80582,148,0,128,14855,483,0,0,3669,42,53,216560,262,220,12136,9
389384,6975,2782,0,6395,429,0,1883,168846,6531,0,0,50822,184,0,29984,706,83765,224103,11
641990,11,17,0,76223,54,0,68,8812,352,0,0,2650,94093,60,136578,95,86,11698,13
271532,27,369,0,27020,214,0,763,130621,86214,0,0,32407,0,0,273005,2786,593,145791,1458
138417,2080,805,530,52811,0,0,985,36104,2056,0,0,365142,14685,1976,268713,45117,3453,37414,2512
386791,389,0,0,64979,0,0,31,7960,2319,0,0,0,23412,230643,36824,2478,911,215911,152
206577,857,3082,0,212532,152,0,124,28675,10882,0,0,22510,37079,599,412228,3854,1622,31630,397
306538,2464,1510,0,33240,673,0,1439,25937,9753,0,0,28109,25341,27202,128340,97310,3112,281672,160
442082,65,94105,0,29582,3332,0,3364,32286,10310,0,0,10249,15814,560,161472,50083,212,118930,354
326969,10713,8514,2162,126148,0,0,0,28601,13406,0,0,3819,17757,4789,218789,10331,22823,174109,3870
313539,186,15,0,66137,60,0,1,5645,9053,0,0,3183,1058,41716,55650,48710,274,427464,109
138260,398,2817,1871,174419,589,0,1006,70245,14160,0,0,87706,21659,45940,250158,22312,957,140148,155
157176,6360,7979,0,3417,722,0,766,20298,8475,0,0,226829,53831,12548,244965,45536,10489,170342,3067
167979,8719,2,0,20168,1,0,514,63987,26406,0,0,186045,18963,4412,172381,15881,23884,255656,7802
201879,3096,631,0,99386,45,0,139,30100,13801,0,0,46726,74134,112265,156879,26787,4384,202337,211
290684,10081,3298,0,138469,243,0,212,58139,6461,0,0,28816,13624,2389,392322,6136,14161,7121,644
305691,1891,7224,0,19695,389,0,1460,29086,6277,0,0,149974,8090,24380,210776,37804,4394,164111,1558
496761,1340,168,0,33300,0,0,1445,52738,15059,0,0,36793,940,0,323941,3017,2010,3289,1999
247880,53,15,1824,172369,68,0,184,2105,12417,0,0,65073,9691,3483,79108,21506,192,356816,16
214302,290,925,0,12949,0,0,879,49093,2264,0,0,132585,75202,0,123466,46963,962,312841,79
273824,179,183,58409,75435,97,0,888,21586,13453,0,0,72360,36121,1946,199204,30680,361,188074,0
465899,1019,677,0,1129,23,0,295,7558,7717,0,0,166602,5246,741,160078,13897,3959,134736,3224
274040,6179,12,0,132562,0,0,13,73900,2847,0,0,52332,20677,464,350420,20664,22856,15274,560
300755,133,2345,1088,117685,202,0,274,10146,7020,0,0,35742,162069,10273,32142,109659,3908,167450,11909
245967,1301,586,15437,8157,87,0,227,19163,4921,0,0,61686,25553,4675,296884,35549,2300,250298,9
87896,3100,136,11034,1,93,0,294,18764,17992,0,0,100679,98188,4526,122320,45459,9221,451663,1434
611388,883,0,0,1184,0,0,39,43442,27325,0,0,0,0,0,160594,30650,2268,94658,369
231804,1487,1204,0,62613,245,0,857,49712,8954,0,0,127230,19799,140,187532,39661,1656,239689,217
159900,894,126,0,105005,85,0,906,79875,30489,0,0,160712,4122,177251,218489,6440,4108,23777,621
219645,1647,1510,579,72,318,0,1465,42968,17386,0,0,96750,28627,5211,243479,21566,2317,289175,85
441944,41,42756,0,46187,2493,0,2408,44119,7235,0,0,8410,7183,253,96513,8109,169,264760,220
103507,1651,1045,0,0,289,0,400,16016,12164,0,0,103582,91996,107790,217465,64509,3225,249161,0
94043,2,0,0,36099,0,0,527,6157,254,0,0,650123,6877,0,45779,25798,6,107016,119
142040,1791,2860,3985,18168,819,0,397,24349,13030,0,0,90677,30630,10267,174266,37171,3559,418114,677
465848,204,129,0,17369,720,0,442,26882,4130,0,0,26510,80504,148,176219,11440,733,160963,559
187771,708,16,19862,23382,0,0,32,53987,2374,0,0,94206,3172,9803,542612,13751,1184,19940,0
204077,3290,5866,0,190797,0,0,0,44814,8017,0,0,146575,89801,271,221263,24018,5970,24542,3499
431722,71,36247,0,23902,2577,0,2439,23393,7042,0,0,13564,9333,283,137052,8324,269,276366,216
277870,35,1875,6870,60781,192,0,350,17814,10000,0,0,252213,72046,18695,58119,35657,53,160230,0
147838,1750,0,0,88514,114,0,2038,57148,7837,0,0,157741,3296,6230,140753,53713,2772,303056,0
267085,1686,4134,7369,4104,45,0,392,15563,8107,0,0,110971,94221,3589,134252,35385,4447,278040,3410
221823,1085,611,20073,489,109,0,224,21129,5114,0,0,61879,1624,24361,306275,38921,1976,267107,0
263167,1218,474,2180,1777,51,0,330,25585,6460,0,0,84561,27683,3044,218689,37531,1956,297544,550
367813,122,0,0,138625,1028,0,992,14019,2759,0,0,22204,106007,0,143366,45015,658,128586,1606
57038,2645,2562,0,0,0,0,0,32819,12906,0,0,7313,105084,659,505312,12916,3410,228627,1509
385665,142,88,0,30573,89,0,1087,105522,8240,0,0,4342,134,0,48200,2364,566,385539,249
454684,213,0,0,29880,360,0,487,51092,3835,0,0,3491,160,0,244276,23810,7113,142541,10858
326860,1480,21,0,62168,53,0,545,16436,10935,0,0,98714,4186,2312,212557,16418,8739,204059,7317
42635,1098,5488,0,0,78,0,566,21272,10888,0,0,83016,47381,128781,227218,79348,2453,322578,0
352822,4307,9418,4928,157372,0,0,0,19838,21233,0,0,5685,127607,0,133909,12513,10363,109615,3190
211404,1235,0,0,15729,0,0,2474,37597,4383,0,0,149125,949,0,125628,57786,13923,337492,15075
251949,662,19,18,11130,0,0,882,37988,14116,0,0,90891,35433,2443,239466,12459,1259,273178,907
276682,201,2998,0,0,0,0,157,39743,7742,0,0,36358,15385,10,324726,6628,697,261473,0
246776,3307,1265,855,1238,343,0,1256,27841,7049,0,0,129935,58374,14122,249462,43664,7256,176575,3482
638156,1276,98,0,391,175,0,22,26354,3908,0,0,8081,6338,0,102373,9716,2750,171691,1471
383186,6123,0,0,111599,0,0,58,104504,3626,0,0,343,0,0,39518,259,9690,312674,1220
191905,3324,12440,0,778,2587,0,1307,13793,8266,0,0,210656,97518,110277,78867,51025,7681,173948,8428
254910,2590,2233,0,0,736,0,509,17019,7275,0,0,118060,37442,19135,231529,55168,3729,219987,2478
349780,63,666,0,67941,32,0,454,34831,15923,0,0,55238,61579,1395,132829,3787,1746,244491,2045
384524,2251,63,0,32330,0,0,341,4121,4678,0,0,315818,17402,10877,48933,28367,3127,119875,93
540600,1958,0,0,34511,0,0,0,42520,12889,0,0,0,0,0,179351,622,3015,157101,233
245567,1651,15101,0,50460,0,0,0,27400,2680,0,0,269870,54220,15,127053,27918,2633,148232,0
85583,1182,1115,17,6,406,0,474,23484,8340,0,0,109852,46741,15832,251701,88587,2331,337149,0
362585,4031,2759,0,14289,45,0,64,23104,3622,0,0,40916,15276,26720,399901,10298,11624,57217,349
213242,2604,1783,4065,36,321,0,866,30244,7257,0,0,124987,63256,18132,271440,33524,5375,194114,1554
311530,109,0,0,76775,1043,0,776,8554,4599,0,0,33196,118624,0,333103,24039,643,59257,552
403258,1877,1509,0,6463,1363,0,1080,55651,9169,0,0,15478,3415,10038,245443,2660,3437,211959,0
458808,777,565,0,44478,255,0,233,71932,22996,0,0,16722,44684,0,221826,6643,1016,81789,76
417802,1001,7,0,58532,0,0,1118,22872,22332,0,0,50287,593,69498,263723,5387,1862,57773,13
584969,878,756,0,2445,225,0,260,42279,9964,0,0,10107,1816,1385,130083,1795,2731,182068,1039
276076,3107,0,0,166208,2155,0,818,139875,10291,0,0,22328,1808,0,160510,1768,4770,182449,637
430228,1625,1360,0,3370,1105,0,903,47169,7392,0,0,4924,0,9088,271219,3846,2791,187727,53
478458,340,0,0,7235,186,0,3848,50373,10039,0,0,11926,436,329,183606,25281,911,198817,1015
243363,470,13,6058,66890,45,0,20,15754,3982,0,0,65082,456,27173,75076,37444,1384,429588,2
167543,8088,379,0,80532,166,0,825,9367,4120,0,0,222664,176756,61926,21794,26353,20115,171072,1100
261176,1035,1107,15616,15060,136,0,278,24732,4210,0,0,54014,5127,5514,302356,30976,2062,249386,15
192435,1463,24,674,144064,29,0,180,27257,12502,0,0,134293,7729,62555,343665,20311,3172,22215,232
191105,337,209,61,82233,546,0,1263,55874,4593,0,0,257520,21218,7759,278171,27835,961,43115,0
119851,1374,0,0,13658,20,0,484,6239,362,0,0,507187,4238,3997,98950,35407,1248,179678,107
311279,2632,475,0,5571,0,0,147,24247,4897,0,0,141193,36177,0,294137,19752,3048,127494,1751
442677,2269,1996,602,37566,364,0,999,13958,4107,0,0,131407,12877,55170,142099,20071,5232,96526,4880
228693,29,0,0,172349,24,0,139,1743,3558,0,0,139079,167226,168,33031,20411,118,206216,16
242259,2462,618,214,375,70,0,495,64355,9009,0,0,128951,31474,4159,358385,56759,1444,71156,615
341136,4934,2909,0,110436,788,0,5555,29517,14701,0,0,46486,6137,0,253652,28594,10770,114876,2309
192397,2038,48,110,148318,14,0,441,26358,25240,0,0,68156,61120,65569,213843,31742,6271,131019,116
237775,3182,5,0,59227,25,0,297,17317,19720,0,0,145913,27983,4821,260029,10783,10986,174343,394
238011,1112,898,374,57096,33,0,53,26054,6254,0,0,125271,7621,283362,170533,26193,1363,28572,0
134128,1813,738,0,61640,65,0,594,76274,6025,0,0,238793,5742,18304,401145,9976,1559,14383,1621
296517,2101,10492,0,60530,160,0,182,39957,11483,0,0,91595,44440,3229,281532,13453,4134,111351,1644
198553,499,3379,438,123621,47,0,132,17007,9454,0,0,98495,30749,151199,33342,35309,1136,268992,448
145333,143,0,0,56725,0,0,527,8609,2521,0,0,469908,114470,2080,72779,31633,2534,60503,5035
347371,2877,30209,0,49540,1325,0,1617,56580,4118,0,0,126412,9525,345,108159,5569,98,228814,241
154008,2509,56857,0,90241,0,0,329,31781,5000,0,0,214729,49901,26066,68102,31223,8770,228205,5079
179943,1552,621,0,12830,0,0,671,38525,899,0,0,233443,65433,0,140700,42863,1580,253740,0
132341,1233,0,0,40810,0,0,989,27828,4913,0,0,275824,6106,127633,282181,19738,2220,49184,1800
209661,2037,1400,0,325,810,0,1201,123480,48149,0,0,29467,106,0,380532,232,5314,166635,3451
181991,1332,216,0,81239,0,0,55,110759,5649,0,0,254949,5829,1421,296317,8621,2849,17661,3912
295757,6970,42871,2362,94612,0,0,0,14660,3391,0,0,90673,14595,0,45165,103439,51534,151513,55258
430858,93,0,0,44492,0,0,0,49305,12623,0,0,34758,99241,128124,146253,1744,173,24399,737
329314,1527,3953,0,960,0,0,151,17551,5302,0,0,194049,49717,11489,213122,14926,2562,125440,2737
333535,27,225,0,48784,208,0,905,118552,4705,0,0,42570,1999,0,234040,1252,627,183807,1564
625986,1002,0,1,0,0,0,38,25740,2508,0,0,16534,8699,0,88204,9060,2351,191744,933
312425,6868,1819,0,108445,54,0,297,109549,7491,0,0,21430,18193,8577,346985,11440,9550,9067,610
285087,1658,0,0,52572,0,0,28,118233,2431,0,0,101735,0,0,356863,43837,884,9044,428
121014,939,408,0,102702,0,0,0,55655,2510,0,0,262182,16378,719,350557,30128,1415,25501,2692
263043,6037,9,0,98548,0,0,317,12084,19815,0,0,156304,32315,4080,198716,10181,17436,145299,8616
365107,1103,3376,0,15974,0,0,142,187470,552,0,0,62700,1248,4092,26433,1820,1168,301601,14
135587,2317,376,0,0,552,0,724,17553,6647,0,0,165831,79745,13126,270246,51443,4327,222288,2038
337022,593,91,0,49623,2343,0,1584,92586,6159,0,0,13694,180546,116,42785,17545,1628,226387,98
162885,3221,613,0,2897,0,0,309,15480,3410,0,0,309803,79663,4705,70209,32464,10653,265979,10509
521354,234,0,0,43748,1464,0,2086,30363,1060,0,0,6478,8663,0,160220,1527,357,195197,49
413364,1024,0,0,54879,355,0,398,86102,3882,0,0,2967,33057,0,270704,8603,4755,84311,8399
191189,66,311,374,158576,536,0,1003,2584,5984,0,0,37372,36722,148538,20172,68157,231,300956,29
312432,1561,1272,1689,56834,235,0,555,38348,6721,0,0,62177,26632,5072,202268,17716,2849,235814,625
452990,257,1777,0,36647,1352,0,1908,20570,105206,0,0,4197,126726,0,183236,2321,426,35162,25
343814,1969,106,0,74,1163,0,1130,46095,10966,0,0,24616,20943,8668,267566,10959,4065,230306,360
536813,534,127,0,28287,1119,0,618,30476,2421,0,0,5091,90391,159,106382,11164,1172,157446,600
206096,1483,692,0,85142,206,0,574,48544,10215,0,0,78631,94269,2936,236413,38957,3755,163510,1377
170309,5318,7044,1708,165599,2662,0,2946,29623,19293,0,0,109391,42931,11888,52139,140365,12803,194495,4286
135561,2155,10,0,39798,209,0,1401,31669,5934,0,0,254835,12628,168831,239844,22825,4046,51453,1601
306464,4685,184,0,170738,48,0,65,94484,3526,0,0,48412,17924,307,284195,19605,10133,11075,955
134043,1054,4799,3847,1106,584,0,722,21439,8789,0,0,76728,97572,25865,181777,52086,2536,359018,835
470797,803,118,646,0,68,0,284,17596,4067,0,0,81026,6927,3584,248607,25074,1766,108378,3059
375761,1781,0,0,102230,12172,0,5067,55849,13899,0,0,25723,1,0,101645,77918,3194,196499,1061
209221,156,2010,30491,93441,121,0,116,46935,3496,0,0,133890,593,17098,405270,20317,264,9381,0
474832,1629,1081,0,81440,521,0,611,43789,4880,0,0,4381,1845,0,167788,832,6379,179819,2973
179015,3883,149,847,254655,55,0,273,90123,20851,0,0,72056,5791,5668,101391,11835,4012,221387,809
110288,109,12,0,41333,270,0,1614,34118,5845,0,0,266307,16407,179438,246706,18050,1387,50182,734
493349,77,2144,0,29821,2081,0,2233,57180,1093,0,0,3521,8789,0,162062,1833,174,208443,0
352734,7195,9764,3314,114680,0,0,0,53892,14159,0,0,16502,24727,4740,146739,13725,16148,191839,2642
154590,3725,198,1012,217260,0,0,149,66999,22450,0,0,79095,14410,6063,110434,9226,3834,282929,426
294586,155,145,0,48033,217,0,676,164383,9337,0,0,31809,22777,0,252918,12404,267,135075,18
274040,169,2760,0,0,0,0,141,41330,8413,0,0,40256,20480,13,324590,4913,660,255035,0
498883,1365,254,0,443,4481,0,2205,37664,5986,0,0,513,252,252,85499,57153,2826,273663,1361
194467,74,4,350,192490,34,0,71,2132,6607,0,0,74357,15149,7246,41465,114016,223,324024,91
618652,764,0,0,0,0,0,42,39303,3472,0,0,0,0,0,164559,34077,1261,110511,159
121036,3035,0,0,47713,189,0,658,28384,5485,0,0,285661,35258,18091,260086,27124,3760,135215,1105
368815,7843,53,0,136524,796,0,3709,21983,9662,0,0,40428,215635,1932,151277,1895,8433,791,3024
455514,1378,316,0,51035,34,0,701,75038,20092,0,0,54459,18392,0,224494,9668,2419,57144,2116
287906,1660,327,17448,22029,0,0,57,37328,3745,0,0,89412,796,19537,474206,5280,2151,10918,0
183862,2718,201,0,221508,0,0,461,9348,12628,0,0,114968,22314,0,28688,20822,3981,350894,407
306590,1393,10211,0,18788,0,0,46,31173,10909,0,0,69908,47932,4179,318358,14244,2518,129796,6755
414489,27,29135,0,43204,2193,0,2282,46757,6198,0,0,22569,4020,92,128012,7184,163,266413,62
200736,1943,5593,3331,5357,102,0,2162,22797,12142,0,0,95799,40092,29432,114357,82212,3545,352932,268
194184,1505,2043,5113,7393,33,0,218,26096,5644,0,0,106424,49661,1475,254179,44123,2654,271443,612
324931,2497,9,0,52917,0,0,24,94315,2519,0,0,63475,1633,0,242484,176048,6603,5345,0
206290,1728,122,0,36196,0,0,0,37848,2493,0,0,263246,13053,0,102967,73839,2681,222931,9406
214592,845,1288,52,150829,0,0,1569,19106,67647,0,0,42227,20756,1751,110355,129919,2135,209665,64
263188,1978,1043,0,26974,329,0,1373,37176,17124,0,0,109116,3523,2159,287095,21961,3249,195005,1507
320611,2134,511,433,16245,32,0,164,55000,1863,0,0,104356,9551,818,384408,55755,4025,15603,1291
184744,1332,210,0,202325,0,0,480,8264,10275,0,0,98782,39811,0,23850,65258,3654,333529,286
287932,488,9,65,107746,101,0,1145,35202,5622,0,0,31625,146333,3566,104284,15676,3108,222208,7690
246294,785,4437,32,65306,1336,0,2994,21126,14082,0,0,61473,63531,42616,137814,67822,1261,241474,417
165549,2573,490,13,76169,435,0,2320,72586,4018,0,0,296013,5427,22016,213768,51264,3759,54113,2287
321328,2330,227,0,155668,0,0,24,82983,3869,0,0,51836,959,516,323981,17745,4013,6815,506
409708,369,0,0,95960,385,0,2261,103722,4730,0,0,4160,7171,0,150886,65065,1498,124211,2674
